NAME,LNG,LAT,ADDRESS,ADDRESS2,CITY,STATE,Zipcode,Hospitals_near,TYPE,STATUS,NAICS_DESC,ALT_NAME,OWNER,TTL_STAFF,BEDS,TRAUMA
COFFEE REGIONAL MEDICAL CENTER,-82.86458259799997,31.511188164000025,1101 OCILLA ROAD,NOT AVAILABLE,DOUGLAS,GA,31533.0,2.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,88.0,NOT AVAILABLE
NORTHSIDE HOSPITAL FORSYTH,-84.14147179499997,34.17759705600001,1200 NORTHSIDE FORSYTH DR,NOT AVAILABLE,CUMMING,GA,30041.0,18.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,187.0,NOT AVAILABLE
FLOYD MEDICAL CENTER,-85.17914531599996,34.25975347200005,304 TURNER MCCALL BOULEVARD,NOT AVAILABLE,ROME,GA,30165.0,9.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,284.0,LEVEL II
FLOYD MEDICAL CENTER,-85.189583337,34.26494735200003,306 SHORTER AVENUE,NOT AVAILABLE,ROME,GA,30165.0,9.0,PSYCHIATRIC,CLOSED,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",NOT AVAILABLE,NON-PROFIT,-999.0,54.0,NOT AVAILABLE
ST FRANCIS HOSPITAL,-84.96067899399995,32.50638541600006,2122 MANCHESTER EXPRESSWAY,NOT AVAILABLE,COLUMBUS,GA,31904.0,9.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,376.0,NOT AVAILABLE
DONALSONVILLE HOSPITAL,-84.88063362399998,31.05123778800004,102 HOSPITAL CIRCLE,NOT AVAILABLE,DONALSONVILLE,GA,39845.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,65.0,NOT AVAILABLE
PERRY HOSPITAL,-83.71002551799995,32.45962323500003,1120 MORNINGSIDE DRIVE,NOT AVAILABLE,PERRY,GA,31069.0,8.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,39.0,NOT AVAILABLE
JASPER MEMORIAL HOSPITAL,-83.68648211499998,33.31419258400006,898 COLLEGE STREET,NOT AVAILABLE,MONTICELLO,GA,31064.0,5.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,17.0,NOT AVAILABLE
REHABILITATION HOSPITAL NAVICENT HEALTH,-83.68046991799996,32.89327202300005,3351 NORTHSIDE DRIVE,NOT AVAILABLE,MACON,GA,31210.0,11.0,REHABILITATION,OPEN,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)","CENTRAL GEORGIA REHABILITATION HOSPITAL, LLC",NON-PROFIT,-999.0,58.0,NOT AVAILABLE
PHOEBE WORTH MEDICAL CENTER,-83.84015578599997,31.51172260300007,807 SOUTH ISABELLA STREET,NOT AVAILABLE,SYLVESTER,GA,31791.0,3.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
WILDWOOD LIFESTYLE CENTER AND HOSPITAL,-85.40189128599997,34.98075749000003,435 LIFESTYLE LANE,NOT AVAILABLE,WILDWOOD,GA,30757.0,15.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,13.0,NOT AVAILABLE
CHILDRENS HEALTHCARE OF ATLANTA - EGLESTON,-84.31965010099998,33.79357067500007,1405 CLIFTON ROAD NE,NOT AVAILABLE,DRUID HILLS,GA,30322.0,53.0,CHILDREN,OPEN,"CHILDREN'S HOSPITALS, GENERAL",NOT AVAILABLE,NON-PROFIT,-999.0,258.0,LEVEL I PEDIATRIC
EMORY DUNWOODY MEDICAL CENTER,-84.30876591599997,33.92502326300007,4500 NORTH SHALLOWFORD ROAD,NOT AVAILABLE,ATLANTA,GA,30338.0,52.0,GENERAL ACUTE CARE,CLOSED,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,168.0,NOT AVAILABLE
DEKALB MEDICAL AT DECATUR,-84.29291695599994,33.77747,450 NORTH CANDLER STREET,NOT AVAILABLE,DECATUR,GA,30030.0,52.0,LONG TERM CARE,OPEN,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",NOT AVAILABLE,NON-PROFIT,-999.0,76.0,NOT AVAILABLE
EMORY UNIVERSITY HOSPITAL,-84.32226320199997,33.79202282500006,1364 CLIFTON ROAD NE,NOT AVAILABLE,DRUID HILLS,GA,30322.0,54.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,579.0,NOT AVAILABLE
DEKALB MEDICAL CENTER AT HILLANDALE,-84.14798272399997,33.70522032200005,2801 DEKALB MEDICAL PARKWAY,NOT AVAILABLE,LITHONIA,GA,30058.0,50.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,100.0,NOT AVAILABLE
WELLSTAR DOUGLAS HOSPITAL,-84.73152391299999,33.73911792500007,8954 HOSPITAL DRIVE,NOT AVAILABLE,DOUGLASVILLE,GA,30134.0,43.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,102.0,NOT AVAILABLE
PHOEBE PUTNEY MEMORIAL HOSPITAL,-84.15862346599994,31.59021975400002,417 THIRD AVENUE,NOT AVAILABLE,ALBANY,GA,31701.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,691.0,NOT AVAILABLE
PHOEBE PUTNEY MEMORIAL HOSPITAL - NORTH CAMPUS,-84.16941453699997,31.60659255800004,2000 PALMYRA ROAD,NOT AVAILABLE,ALBANY,GA,31701.0,2.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,248.0,NOT AVAILABLE
HIGGINS GENERAL HOSPITAL,-85.14502028799994,33.716727240000054,200 ALLEN MEMORIAL DRIVE,NOT AVAILABLE,BREMEN,GA,30110.0,9.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
MERCY HOSPITAL OZARK,-93.83344374899998,35.48582001000005,801 WEST RIVER STREET,NOT AVAILABLE,OZARK,AR,72949.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NOT AVAILABLE,-999.0,-999.0,LEVEL IV
LAFAYETTE GENERAL MEDICAL CENTER,-92.01936273899996,30.20268610300008,1214 COOLIDGE BLVD,NOT AVAILABLE,LAFAYETTE,LA,70503.0,33.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,353.0,NOT AVAILABLE
OUR LADY OF LOURDES REGIONAL MEDICAL CENTER,-92.03636654,30.15089057500005,4801 AMBASSADOR CAFFERY PKWY,NOT AVAILABLE,LAFAYETTE,LA,70506.0,32.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,218.0,NOT AVAILABLE
LAFAYETTE BEHAVIORAL HEALTH UNIT,-92.057244842,30.219924086000038,302 DULLES DR,NOT AVAILABLE,LAFAYETTE,LA,70506.0,33.0,PSYCHIATRIC,OPEN,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",NOT AVAILABLE,NON-PROFIT,-999.0,24.0,NOT AVAILABLE
UNIVERSITY MEDICAL CENTER,-92.04625371699996,30.21716081100003,2390 W CONGRESS ST,NOT AVAILABLE,LAFAYETTE,LA,70506.0,33.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,190.0,NOT AVAILABLE
OCHSNER MEDICAL CENTER-WEST BANK,-90.02760604199993,29.88431260700003,2500 BELLE CHASSE HWY,NOT AVAILABLE,GRETNA,LA,70056.0,32.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,180.0,NOT AVAILABLE
CHILDREN'S HOSPITAL,-90.12739626399996,29.917864189000053,200 HENRY CLAY AVE,NOT AVAILABLE,NEW ORLEANS,LA,70118.0,32.0,CHILDREN,OPEN,"CHILDREN'S HOSPITALS, GENERAL",NOT AVAILABLE,NON-PROFIT,-999.0,247.0,NOT AVAILABLE
LSU MEDICAL CENTER,-90.0850046199999,29.956658816000065,2021 PERDIDO ST,NOT AVAILABLE,NEW ORLEANS,LA,70112.0,32.0,GENERAL ACUTE CARE,CLOSED,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,-999.0,NOT AVAILABLE
OCHSNER BAPTIST MEDICAL CENTER,-90.103933845,29.937631594000038,2700 NAPOLEON AVE,NOT AVAILABLE,NEW ORLEANS,LA,70115.0,32.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,55.0,NOT AVAILABLE
TOURO INFIRMARY,-90.09215275099994,29.92577679900007,1401 FOUCHER ST,NOT AVAILABLE,NEW ORLEANS,LA,70115.0,32.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,411.0,NOT AVAILABLE
ST. ELIZABETH HOSPITAL,-90.93174137700001,30.20975616300007,1125 W HIGHWAY 30,NOT AVAILABLE,GONZALES,LA,70737.0,29.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,48.0,NOT AVAILABLE
ASSUMPTION COMMUNITY HOSPITAL,-91.039143557,29.95960639400004,135 HIGHWAY 402,NOT AVAILABLE,NAPOLEONVILLE,LA,70390.0,11.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,6.0,NOT AVAILABLE
ST. FRANCIS MEDICAL CENTER,-92.11401231699993,32.500037735000035,309 JACKSON ST,NOT AVAILABLE,MONROE,LA,71201.0,14.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,343.0,NOT AVAILABLE
ST. FRANCIS MEDICAL CENTER (NORTH CAMPUS),-92.07036475999996,32.57880929100002,3421 MEDICAL PARK DR,NOT AVAILABLE,MONROE,LA,71203.0,16.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,-999.0,NOT AVAILABLE
CHRISTUS ST. FRANCES CABRINI HOSPITAL,-92.46145816299996,31.28308443400004,3330 MASONIC DR,NOT AVAILABLE,ALEXANDRIA,LA,71301.0,13.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,281.0,NOT AVAILABLE
KENT HOSPITAL,-71.47823583599995,41.705248085000036,455 TOLL GATE ROAD,NOT AVAILABLE,WARWICK,RI,2886.0,26.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,306.0,NOT AVAILABLE
MEMORIAL HOSPITAL OF RHODE ISLAND,-71.37645644499997,41.86992200100008,111 BREWSTER STREET,NOT AVAILABLE,PAWTUCKET,RI,2860.0,37.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,294.0,NOT AVAILABLE
LANDMARK MEDICAL CENTER,-71.49580333399994,42.00461190300005,115 CASS AVE,NOT AVAILABLE,WOONSOCKET,RI,2895.0,44.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,214.0,NOT AVAILABLE
WOMEN AND INFANTS HOSPITAL OF RHODE ISLAND,-71.41220075999995,41.81087733200007,101 DUDLEY STREET,NOT AVAILABLE,PROVIDENCE,RI,2905.0,29.0,WOMEN,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,247.0,NOT AVAILABLE
THE MIRIAM HOSPITAL,-71.39812349499994,41.852068188000025,164 SUMMIT AVE,NOT AVAILABLE,PROVIDENCE,RI,2906.0,32.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,247.0,NOT AVAILABLE
RHODE ISLAND HOSPITAL,-71.40912925499998,41.811881079000045,593 EDDY STREET,NOT AVAILABLE,PROVIDENCE,RI,2903.0,29.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,719.0,I
EMMA PENDLETON BRADLEY HOSPITAL,-71.36727040099998,41.79244810100005,1011 VETERANS MEMORIAL PKWY,NOT AVAILABLE,EAST PROVIDENCE,RI,2915.0,33.0,PSYCHIATRIC,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,51.0,NOT AVAILABLE
SAINT JOSEPH HEALTH SERVICES OF RHODE ISLAND,-71.42081969999998,41.80689369500002,21 PEACE STREET,NOT AVAILABLE,PROVIDENCE,RI,2907.0,29.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,231.0,NOT AVAILABLE
BUTLER HOSPITAL,-71.38008550399995,41.84264726200006,345 BLACKSTONE BLVD,NOT AVAILABLE,PROVIDENCE,RI,2906.0,34.0,PSYCHIATRIC,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,117.0,NOT AVAILABLE
HASBRO CHILDRENS HOSPITAL,-71.40890644499996,41.811149890000074,593 EDDY STREET,NOT AVAILABLE,PROVIDENCE,RI,2903.0,29.0,CHILDREN,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,-999.0,I
OUR LADY OF FATIMA HOSPITAL,-71.45924047599993,41.85529477100004,200 HIGH SERVICE AVENUE,NOT AVAILABLE,NORTH PROVIDENCE,RI,2904.0,26.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,175.0,NOT AVAILABLE
ROGER WILLIAMS MEDICAL CENTER,-71.43538963799993,41.83483868600006,825 CHALKSTONE AVE,NOT AVAILABLE,PROVIDENCE,RI,2908.0,27.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,177.0,NOT AVAILABLE
MADISON PARISH HOSPITAL,-91.18481716799991,32.40352530200004,900 JOHNSON ST,NOT AVAILABLE,TALLULAH,LA,71282.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
NORTHERN LOUISIANA MEDICAL CENTER,-92.63374822299994,32.517292704000056,401 E VAUGHN AVE,NOT AVAILABLE,RUSTON,LA,71270.0,8.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,91.0,NOT AVAILABLE
WEST CARROLL MEMORIAL HOSPITAL,-91.382381986,32.86829873800007,706 ROSS ST,NOT AVAILABLE,OAK GROVE,LA,71263.0,1.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,21.0,NOT AVAILABLE
BIENVILLE MEDICAL CENTER,-92.91457322099994,32.552682948000026,1175 PINE ST,STE 200,ARCADIA,LA,71001.0,8.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,21.0,NOT AVAILABLE
WK BOSSIER HEALTH CENTER,-93.718205857,32.55833027000004,2400 HOSPITAL DR,NOT AVAILABLE,BOSSIER CITY,LA,71111.0,17.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,134.0,NOT AVAILABLE
UNION GENERAL HOSPITAL,-92.39229962899996,32.78771506500005,901 JAMES AVE,NOT AVAILABLE,FARMERVILLE,LA,71241.0,12.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
RIVERLAND MEDICAL CENTER,-91.55478515699998,31.646975120000025,1700 EE WALLACE BLVD,NOT AVAILABLE,FERRIDAY,LA,71334.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
ST. HELENA PARISH HOSPITAL,-90.66593019399994,30.831187045000032,16874 HIGHWAY 43,NOT AVAILABLE,GREENSBURG,LA,70441.0,6.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
SPRINGHILL MEDICAL CENTER,-93.44355179699993,33.01028774300005,2001 DOCTORS DR,NOT AVAILABLE,SPRINGHILL,LA,71075.0,1.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,35.0,NOT AVAILABLE
NEWPORT HOSPITAL,-71.30604898799999,41.497139123000075,11 FRIENDSHIP STREET,NOT AVAILABLE,NEWPORT,RI,2840.0,19.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,124.0,NOT AVAILABLE
SOUTH COUNTY HOSPITAL,-71.49641109999997,41.43107864900003,100 KENYON AVE,NOT AVAILABLE,WAKEFIELD,RI,2879.0,6.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,85.0,NOT AVAILABLE
THE WESTERLY HOSPITAL,-71.82530324099997,41.36218907500006,25 WELLS STREET,NOT AVAILABLE,WESTERLY,RI,2891.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,125.0,NOT AVAILABLE
CHRISTUS COUSHATTA HEALTH CARE CENTER,-93.34384806699995,32.020501706000054,1635 MARVEL ST,NOT AVAILABLE,COUSHATTA,LA,71019.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
ACADIA-ST. LANDRY HOSPITAL,-92.211149816,30.395595625000052,810 S BROADWAY ST,NOT AVAILABLE,CHURCH POINT,LA,70525.0,33.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
OCHSNER MEDICAL CENTER-NORTH SHORE,-89.74265677999996,30.287185687000022,100 MEDICAL CENTER DR,NOT AVAILABLE,SLIDELL,LA,70461.0,16.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,110.0,NOT AVAILABLE
BATON ROUGE GENERAL MEDICAL CENTER (BLUEBONNET),-91.09483177799996,30.39372688400005,8585 PICARDY AVE,NOT AVAILABLE,BATON ROUGE,LA,70809.0,29.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,-999.0,NOT AVAILABLE
BATON ROUGE GENERAL MEDICAL CENTER (MID-CITY),-91.15315391799999,30.44953409200008,3600 FLORIDA BLVD,NOT AVAILABLE,BATON ROUGE,LA,70806.0,29.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,466.0,NOT AVAILABLE
OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,-91.106343827,30.403720056000047,5000 HENNESSY BLVD,NOT AVAILABLE,BATON ROUGE,LA,70808.0,29.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,1042.0,LEVEL II
WOMAN'S HOSPITAL,-91.09057165599995,30.443696392000042,9050 AIRLINE HWY,NOT AVAILABLE,BATON ROUGE,LA,70815.0,28.0,WOMEN,CLOSED,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,226.0,NOT AVAILABLE
CHRISTUS ST. PATRICK HOSPITAL OF LAKE CHARLES,-93.22791661699993,30.215944237000016,524 SOUTH RYAN STREET,NOT AVAILABLE,LAKE CHARLES,LA,70601.0,10.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,228.0,NOT AVAILABLE
LAKE CHARLES MEMORIAL HOSPITAL,-93.19744375299999,30.204318730000058,1701 OAK PARK BLVD,NOT AVAILABLE,LAKE CHARLES,LA,70601.0,10.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,306.0,NOT AVAILABLE
WALTER OLIN MOSS REGIONAL MEDICAL CENTER,-93.20809966099993,30.18253777500007,1000 WALTERS ST,NOT AVAILABLE,LAKE CHARLES,LA,70607.0,10.0,GENERAL ACUTE CARE,CLOSED,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,74.0,NOT AVAILABLE
JENNINGS AMERICAN LEGION HOSPITAL,-92.662935136,30.239441348000067,1634 ELTON RD,NOT AVAILABLE,JENNINGS,LA,70546.0,11.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,60.0,NOT AVAILABLE
ST. MARTIN HOSPITAL,-91.88985827599998,30.282792091000037,210 CHAMPAGNE BLVD,NOT AVAILABLE,BREAUX BRIDGE,LA,70517.0,28.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
CHRISTUS HEALTH - SHREVEPOR-BOSSIER,-93.71779166999993,32.425220275000065,1453 E BERT KOUNS INDUSTRIAL LOOP,NOT AVAILABLE,SHREVEPORT,LA,71105.0,17.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,160.0,NOT AVAILABLE
CHRISTUS SCHUMPERT MEDICAL CENTER,-93.75006999599998,32.49524352900004,1 SAINT MARY PL,NOT AVAILABLE,SHREVEPORT,LA,71101.0,17.0,GENERAL ACUTE CARE,CLOSED,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,302.0,NOT AVAILABLE
SHRINERS HOSPITALS FOR CHILDREN-SHREVEPORT,-93.757578305,32.48105508100008,3100 SAMFORD AVE,NOT AVAILABLE,SHREVEPORT,LA,71103.0,17.0,CHILDREN,OPEN,"CHILDREN'S HOSPITALS, GENERAL",NOT AVAILABLE,NON-PROFIT,-999.0,45.0,NOT AVAILABLE
WILLIS-KNIGHTON MEDICAL CENTER,-93.779917203,32.484417740000026,2600 GREENWOOD RD,NOT AVAILABLE,SHREVEPORT,LA,71103.0,17.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,896.0,NOT AVAILABLE
WILLIS-KNIGHTON SOUTH & CENTER FOR WOMEN'S HEALTH,-93.79554887799999,32.40470916900005,2510 BERT KOUNS INDUSTRIAL LOOP,NOT AVAILABLE,SHREVEPORT,LA,71118.0,17.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,-999.0,NOT AVAILABLE
WK PIERREMONT HEALTH CENTER,-93.70904236399996,32.43197835000007,8001 YOUREE DR,NOT AVAILABLE,SHREVEPORT,LA,71115.0,17.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,-999.0,NOT AVAILABLE
MOUNDVIEW MEM HSPTL AND CLINICS,-89.82134960199993,43.97455370100004,402 W LAKE ST,NOT AVAILABLE,FRIENDSHIP,WI,53934.0,1.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
MAYO CLINIC HEALTH SYSTEM - NORTHLAND IN BARRON,-91.83952609299996,45.397409615000065,1222 E WOODLAND AVE,NOT AVAILABLE,BARRON,WI,54812.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
LAKEVIEW MED CENTER,-91.75912820799992,45.506461217000044,1700 WEST STOUT STREET,NOT AVAILABLE,RICE LAKE,WI,54868.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,40.0,UNCLASSIFIED
BELLIN MEMORIAL HSPTL,-88.011285591,44.50224209000003,744 S WEBSTER AVE,NOT AVAILABLE,GREEN BAY,WI,54305.0,7.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,244.0,NOT AVAILABLE
