NAME,ADDRESS,CITY,STATE,ZIP,TYPE,STATUS,COUNTRY,LATITUDE,LONGITUDE,,,,,,,,,,,,,,,,,,
MISSOURI RIVER MEDICAL CENTER,1501 ST CHARLES ST,FORT BENTON,MT,59442,CRITICAL ACCESS,OPEN,USA,47.82040447,-110.6722757,,,,,,,,,,,,,,,,,,
PRAIRIE COMMUNITY HOSPITAL,312 S ADAMS,TERRY,MT,59349,CRITICAL ACCESS,OPEN,USA,46.79113406,-105.3155959,,,,,,,,,,,,,,,,,,
FRANCES MAHON DEACONESS HOSPITAL,621 3RD ST S,GLASGOW,MT,59230,CRITICAL ACCESS,OPEN,USA,48.18942204,-106.6352257,,,,,,,,,,,,,,,,,,
GLENDIVE MEDICAL CENTER,202 PROSPECT DR,GLENDIVE,MT,59330,CRITICAL ACCESS,OPEN,USA,47.11742516,-104.7038336,,,,,,,,,,,,,,,,,,
GARFIELD COUNTY HEALTH CENTER,332 LEAVITT AVENUE,JORDAN,MT,59337,CRITICAL ACCESS,OPEN,USA,47.31887301,-106.9112553,,,,,,,,,,,,,,,,,,
CENTRAL MONTANA MEDICAL CENTER,408 WENDELL AVE,LEWISTOWN,MT,59457,CRITICAL ACCESS,OPEN,USA,47.05859421,-109.443954,,,,,,,,,,,,,,,,,,
BROADWATER HEALTH CENTER,110 N OAK,TOWNSEND,MT,59644,CRITICAL ACCESS,OPEN,USA,46.32186492,-111.5160033,,,,,,,,,,,,,,,,,,
CABINET PEAKS MEDICAL CENTER,209 HEALTH PARK DRIVE,LIBBY,MT,59923,CRITICAL ACCESS,OPEN,USA,48.39154557,-115.547972,,,,,,,,,,,,,,,,,,
HOLY ROSARY HEALTHCARE,2600 WILSON,MILES CITY,MT,59301,CRITICAL ACCESS,OPEN,USA,46.39532157,-105.8280604,,,,,,,,,,,,,,,,,,
CLARK FORK VALLEY HOSPITAL,10 KRUGER RD,PLAINS,MT,59859,CRITICAL ACCESS,OPEN,USA,47.46847267,-114.8881884,,,,,,,,,,,,,,,,,,
BEARTOOTH BILLINGS CLINIC,2525 N BROADWAY,RED LODGE,MT,59068,CRITICAL ACCESS,OPEN,USA,45.2122707,-109.243881,,,,,,,,,,,,,,,,,,
ST LUKE COMMUNITY HOSPITAL - CAH,107 6TH AVE SW,RONAN,MT,59864,CRITICAL ACCESS,OPEN,USA,47.52867648,-114.1070447,,,,,,,,,,,,,,,,,,
ROUNDUP MEMORIAL HEALTHCARE,1202 3RD ST W,ROUNDUP,MT,59072,CRITICAL ACCESS,OPEN,USA,46.45371666,-108.5457052,,,,,,,,,,,,,,,,,,
DANIELS MEMORIAL HOSPITAL,105 5TH AVENUE EAST,SCOBEY,MT,59263,CRITICAL ACCESS,OPEN,USA,48.78824639,-105.418244,,,,,,,,,,,,,,,,,,
MARIAS MEDICAL CENTER,640 PARK AVE,SHELBY,MT,59474,CRITICAL ACCESS,OPEN,USA,48.50952146,-111.8496151,,,,,,,,,,,,,,,,,,
THE RUBY VALLEY HOSPITAL,220 E CROFOOT ST,SHERIDAN,MT,59749,CRITICAL ACCESS,OPEN,USA,45.45186115,-112.1916443,,,,,,,,,,,,,,,,,,
SIDNEY HEALTH CENTER,216 14TH AVE SW,SIDNEY,MT,59270,CRITICAL ACCESS,OPEN,USA,47.71508896,-104.1731508,,,,,,,,,,,,,,,,,,
MOUNTAINVIEW MEDICAL CENTER,16 W MAIN,WHITE SULPHUR,MT,59645,CRITICAL ACCESS,OPEN,USA,46.54787597,-110.9044169,,,,,,,,,,,,,,,,,,
TRINITY HOSPITAL,315 KNAPP STREET,WOLF POINT,MT,59201,CRITICAL ACCESS,OPEN,USA,48.10134887,-105.6419084,,,,,,,,,,,,,,,,,,
LIBERTY MEDICAL CENTER,315 W MADISON AVE,CHESTER,MT,59522,CRITICAL ACCESS,OPEN,USA,48.51007217,-110.9720421,,,,,,,,,,,,,,,,,,
STILLWATER HOSPITAL ASSOCIATION INC,710 NORTH 11TH ST,COLUMBUS,MT,59019,CRITICAL ACCESS,OPEN,USA,45.64312768,-109.2591458,,,,,,,,,,,,,,,,,,
DEER LODGE MEDICAL CENTER,1100 HOLLENBACK LANE,DEER LODGE,MT,59722,CRITICAL ACCESS,OPEN,USA,46.41327806,-112.726831,,,,,,,,,,,,,,,,,,
GRANITE COUNTY MEDICAL CENTER,310 SANSOME,PHILIPSBURG,MT,59858,CRITICAL ACCESS,OPEN,USA,46.33007221,-113.2941639,,,,,,,,,,,,,,,,,,
POPLAR COMMUNITY HOSPITAL,211 H STREET EAST,POPLAR,MT,59255,CRITICAL ACCESS,OPEN,USA,48.11532759,-105.1928975,,,,,,,,,,,,,,,,,,
BILLINGS CLINIC,2800 10TH AVE N,BILLINGS,MT,59101,GENERAL ACUTE CARE,OPEN,USA,45.78949695,-108.5134524,,,,,,,,,,,,,,,,,,
ST VINCENT HEALTH CARE,1233 NORTH 30TH STREET,BILLINGS,MT,59107,GENERAL ACUTE CARE,OPEN,USA,45.79347525,-108.519431,,,,,,,,,,,,,,,,,,
BENEFIS HEALTH CARE (EAST CAMPUS),1101 26TH ST S,GREAT FALLS,MT,59405,GENERAL ACUTE CARE,OPEN,USA,47.49160116,-111.2609676,,,,,,,,,,,,,,,,,,
SHODAIR CHILDRENS HOSPITAL,2755 COLONIAL DR,HELENA,MT,59604,CHILDREN,OPEN,USA,46.58242897,-111.9888928,,,,,,,,,,,,,,,,,,
KALISPELL REGIONAL MEDICAL CENTER,310 SUNNYVIEW LN,KALISPELL,MT,59901,GENERAL ACUTE CARE,OPEN,USA,48.21392773,-114.3240192,,,,,,,,,,,,,,,,,,
BOZEMAN DEACONESS HOSPITAL,915 HIGHLAND BLVD,BOZEMAN,MT,59715,GENERAL ACUTE CARE,OPEN,USA,45.67010674,-111.0197147,,,,,,,,,,,,,,,,,,
ST JAMES HEALTHCARE,400 S CLARK ST,BUTTE,MT,59701,GENERAL ACUTE CARE,OPEN,USA,46.00851666,-112.5455135,,,,,,,,,,,,,,,,,,
HEALTH CENTER NORTHWEST,320 SUNNYVIEW LN,KALISPELL,MT,59901,GENERAL ACUTE CARE,OPEN,USA,48.21516683,-114.3232733,,,,,,,,,,,,,,,,,,
COMMUNITY MEDICAL CENTER INC,2827 FORT MISSOULA RD,MISSOULA,MT,59804,GENERAL ACUTE CARE,OPEN,USA,46.84737836,-114.0478795,,,,,,,,,,,,,,,,,,
ST PATRICK HOSPITAL,500 W BROADWAY,MISSOULA,MT,59806,GENERAL ACUTE CARE,OPEN,USA,46.87591,-113.99991,,,,,,,,,,,,,,,,,,
CROW HOSPITAL,10110 SOUTH 7650 EAST,CROW AGENCY,MT,59022,CRITICAL ACCESS,OPEN,USA,45.58207982,-107.4488502,,,,,,,,,,,,,,,,,,
BOZEMAN HEALTH BIG SKY MEDICAL CENTER,334 TOWN CENTER AVENUE,BIG SKY,MT,59716,GENERAL ACUTE CARE,OPEN,USA,45.26038213,-111.3009312,,,,,,,,,,,,,,,,,,
PROVIDENCE ST JOSEPH MEDICAL CENTER,6 13TH AVENUE E,POLSON,MT,59860,CRITICAL ACCESS,OPEN,USA,47.68217151,-114.1627049,,,,,,,,,,,,,,,,,,
LIVINGSTON HEALTHCARE,320 ALPENGLOW LANE,LIVINGSTON,MT,59047,CRITICAL ACCESS,OPEN,USA,45.67515288,-110.5267903,,,,,,,,,,,,,,,,,,
CAROMONT REGIONAL MEDICAL CENTER,2525 COURT DRIVE,GASTONIA,NC,28053,GENERAL ACUTE CARE,OPEN,USA,35.2726615,-81.13926383,,,,,,,,,,,,,,,,,,
NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,200 HAWTHORNE LANE,CHARLOTTE,NC,28233,GENERAL ACUTE CARE,OPEN,USA,35.21183819,-80.82416444,,,,,,,,,,,,,,,,,,
NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,10030 GILEAD ROAD,HUNTERSVILLE,NC,28078,GENERAL ACUTE CARE,OPEN,USA,35.40644418,-80.8602609,,,,,,,,,,,,,,,,,,
NOVANT HEALTH MATTHEWS MEDICAL CENTER,1500 MATTHEWS TOWNSHIP PARKWAY,MATTHEWS,NC,28106,GENERAL ACUTE CARE,OPEN,USA,35.11998481,-80.71407841,,,,,,,,,,,,,,,,,,
NOVANT HOSPITAL CHARLOTTE ORTHOPEDIC HOSPITAL,1901 RANDOLPH RD,CHARLOTTE,NC,28207,GENERAL ACUTE CARE,OPEN,USA,35.2107976,-80.82352152,,,,,,,,,,,,,,,,,,
NOVANT HEALTH ROWAN MEDICAL CENTER,612 MOCKSVILLE AVE,SALISBURY,NC,28144,GENERAL ACUTE CARE,OPEN,USA,35.68126984,-80.47070794,,,,,,,,,,,,,,,,,,
VIDANT BERTIE HOSPITAL,1403 SOUTH KING STREET,WINDSOR,NC,27983,GENERAL ACUTE CARE,OPEN,USA,35.98864755,-76.92824949,,,,,,,,,,,,,,,,,,
CAPE FEAR VALLEY - BLADEN COUNTY HOSPITAL,501 SOUTH POPLAR STREET,ELIZABETHTOWN,NC,28337,GENERAL ACUTE CARE,OPEN,USA,34.62243393,-78.60800449,,,,,,,,,,,,,,,,,,
VIDANT BEAUFORT HOSPITAL,628 EAST TWELFTH ST,WASHINGTON,NC,27889,GENERAL ACUTE CARE,OPEN,USA,35.54922191,-77.03783805,,,,,,,,,,,,,,,,,,
"VALDESE GENERAL HOSPITAL, INC.",720 MALCOLM BOULEVARD,VALDESE,NC,28690,GENERAL ACUTE CARE,CLOSED,USA,35.74812386,-81.52341992,,,,,,,,,,,,,,,,,,
NOVANT HEALTH THOMASVILLE MEDICAL CENTER,207 OLD LEXINGTON ROAD,THOMASVILLE,NC,27360,GENERAL ACUTE CARE,OPEN,USA,35.87988512,-80.11147956,,,,,,,,,,,,,,,,,,
SENTARA ALBEMARLE MEDICAL CENTER,1144 NORTH ROAD STREET,ELIZABETH CITY,NC,27906,GENERAL ACUTE CARE,OPEN,USA,36.32359631,-76.21793333,,,,,,,,,,,,,,,,,,
VIDANT CHOWAN HOSPITAL,211 VIRGINIA ROAD,EDENTON,NC,27932,GENERAL ACUTE CARE,OPEN,USA,36.06997928,-76.61120353,,,,,,,,,,,,,,,,,,
CAROLINAS HEALTHCARE SYSTEM CLEVELAND,201 EAST GROVER ST,SHELBY,NC,28150,GENERAL ACUTE CARE,OPEN,USA,35.30290424,-81.53639421,,,,,,,,,,,,,,,,,,
CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN,706 WEST KING STREET,KINGS MOUNTAIN,NC,28086,GENERAL ACUTE CARE,OPEN,USA,35.24156054,-81.35705796,,,,,,,,,,,,,,,,,,
NEW HANOVER REGIONAL MEDICAL CENTER ORTHOPEDIC HOSPITAL,5301 WRIGHTSVILLE AVE,WILMINGTON,NC,28403,GENERAL ACUTE CARE,OPEN,USA,34.21265039,-77.86266882,,,,,,,,,,,,,,,,,,
VIDANT DUPLIN HOSPITAL,401 NORTH MAIN ST,KENANSVILLE,NC,28349,GENERAL ACUTE CARE,OPEN,USA,34.96527968,-77.96191331,,,,,,,,,,,,,,,,,,
DUKE UNIVERSITY HOSPITAL,2301 ERWIN ROAD,DURHAM,NC,27710,GENERAL ACUTE CARE,OPEN,USA,36.0070498,-78.93775811,,,,,,,,,,,,,,,,,,
DUKE REGIONAL HOSPITAL,3643 NORTH ROXBORO RD,DURHAM,NC,27704,GENERAL ACUTE CARE,OPEN,USA,36.03679359,-78.90025454,,,,,,,,,,,,,,,,,,
VIDANTE EDGECOMBE HOSPITAL,111 HOSPITAL DR,TARBORO,NC,27886,GENERAL ACUTE CARE,OPEN,USA,35.92103141,-77.55591562,,,,,,,,,,,,,,,,,,
NOVANT HEALTH MEDICAL PARK HOSPITAL,1950 SOUTH HAWTHORNE RD,WINSTON SALEM,NC,27103,GENERAL ACUTE CARE,OPEN,USA,36.07894515,-80.29619446,,,,,,,,,,,,,,,,,,
NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BLVD,WINSTON SALEM,NC,27157,GENERAL ACUTE CARE,OPEN,USA,36.08964961,-80.26817483,,,,,,,,,,,,,,,,,,
NOVANT HEALTH FORSYTH MEDICAL CENTER,3333 SILAS CREEK PKWY,WINSTON SALEM,NC,27103,GENERAL ACUTE CARE,OPEN,USA,36.07555041,-80.29728716,,,,,,,,,,,,,,,,,,
FRANKLIN REGIONAL MEDICAL CENTER,100 HOSPITAL DRIVE,LOUISBURG,NC,27549,GENERAL ACUTE CARE,CLOSED,USA,36.11230617,-78.29353379,,,,,,,,,,,,,,,,,,
"LENOIR MEMORIAL HOSPITAL, INC.",100 AIRPORT ROAD,KINSTON,NC,28503,GENERAL ACUTE CARE,OPEN,USA,35.29034063,-77.58328281,,,,,,,,,,,,,,,,,,
CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,27330,GENERAL ACUTE CARE,OPEN,USA,35.46907449,-79.18720488,,,,,,,,,,,,,,,,,,
JOHNSTON MEDICAL CENTER - SMITHFIELD,509 N. BRIGHT LEAF BLVD.,SMITHFIELD,NC,27577,GENERAL ACUTE CARE,OPEN,USA,35.51441458,-78.33498078,,,,,,,,,,,,,,,,,,
GRANVILLE HEALTH SYSTEM,1010 COLLEGE STREET,OXFORD,NC,27565,GENERAL ACUTE CARE,OPEN,USA,36.32641569,-78.59335192,,,,,,,,,,,,,,,,,,
CAROLINAS REHABILITATION - MOUNT HOLLY,275 BEATTY DRIVE,BELMONT,NC,28012,REHABILITATION,OPEN,USA,35.26315796,-81.03012871,,,,,,,,,,,,,,,,,,
CAROLINAS MEDICAL CENTER-MERCY,2001 VAIL AVE,CHARLOTTE,NC,28207,GENERAL ACUTE CARE,OPEN,USA,35.21015517,-80.82102909,,,,,,,,,,,,,,,,,,
CAROLINAS MEDICAL CENTER-UNIVERSITY,8800 NORTH TRYON STREET,CHARLOTTE,NC,28256,GENERAL ACUTE CARE,OPEN,USA,35.30675743,-80.74704794,,,,,,,,,,,,,,,,,,
CAROLINAS MEDICAL CENTER,1000 BLYTHE BOULEVARD,CHARLOTTE,NC,28232,GENERAL ACUTE CARE,OPEN,USA,35.20389989,-80.8389018,,,,,,,,,,,,,,,,,,
CAROLINAS REHABILITATION,1100 BLYTHE BLVD,CHARLOTTE,NC,28203,REHABILITATION,OPEN,USA,35.20188495,-80.83871782,,,,,,,,,,,,,,,,,,
CAROLINAS MEDICAL CENTER-PINEVILLE,10628 PARK RD,CHARLOTTE,NC,28210,GENERAL ACUTE CARE,OPEN,USA,35.09201218,-80.87161819,,,,,,,,,,,,,,,,,,
MCDOWELL HOSPITAL,430 RANKIN DRIVE,MARION,NC,28752,GENERAL ACUTE CARE,OPEN,USA,35.66339557,-82.02847628,,,,,,,,,,,,,,,,,,
ANGEL MEDICAL CENTER,120 RIVERVIEW STREET,FRANKLIN,NC,28744,GENERAL ACUTE CARE,OPEN,USA,35.18466142,-83.37868892,,,,,,,,,,,,,,,,,,
HIGHLANDS-CASHIERS HOSPITAL,190 HOSPITAL DRIVE,HIGHLANDS,NC,28741,GENERAL ACUTE CARE,OPEN,USA,35.08658651,-83.18589113,,,,,,,,,,,,,,,,,,
MARGARET R. PARDEE MEMORIAL HOSPITAL,800 NORTH JUSTICE STREET,HENDERSONVILLE,NC,28791,GENERAL ACUTE CARE,OPEN,USA,35.32031436,-82.46708042,,,,,,,,,,,,,,,,,,
PARK RIDGE HOSPITAL,100 HOSPITAL DRIVE,HENDERSONVILLE,NC,28732,GENERAL ACUTE CARE,OPEN,USA,35.3900433,-82.48819301,,,,,,,,,,,,,,,,,,
MEDWEST - HAYWOOD,262 LEROY GEORGE DRIVE,CLYDE,NC,28721,GENERAL ACUTE CARE,OPEN,USA,35.52538128,-82.94250888,,,,,,,,,,,,,,,,,,
BETSY JOHNSON HOSPITAL,800 TILGHMAN DR,DUNN,NC,28335,GENERAL ACUTE CARE,OPEN,USA,35.30703274,-78.63466618,,,,,,,,,,,,,,,,,,
OUR COMMUNITY HOSPITAL,921 JUNIOR HIGH ROAD,SCOTLAND NECK,NC,27874,GENERAL ACUTE CARE,OPEN,USA,36.12914214,-77.42971866,,,,,,,,,,,,,,,,,,
HALIFAX REGIONAL MEDICAL CENTER,250 SMITH CHURCH ROAD,ROANOKE RAPIDS,NC,27870,GENERAL ACUTE CARE,OPEN,USA,36.43200621,-77.64641412,,,,,,,,,,,,,,,,,,
MOSES CONE MEMORIAL HOSPITAL,1200 NORTH ELM ST,GREENSBORO,NC,27401,GENERAL ACUTE CARE,OPEN,USA,36.09088474,-79.78645738,,,,,,,,,,,,,,,,,,
HIGH POINT REGIONAL HEALTH SYSTEM,601 NORTH ELM STREET,HIGH POINT,NC,27261,GENERAL ACUTE CARE,OPEN,USA,35.9628238,-80.01339432,,,,,,,,,,,,,,,,,,
KINDRED HOSPITAL - GREENSBORO,2401 SOUTHSIDE BLVD,GREENSBORO,NC,27406,GENERAL ACUTE CARE,OPEN,USA,36.04926383,-79.77036502,,,,,,,,,,,,,,,,,,
WESLEY LONG COMMUNITY HOSPITAL,501 N ELAM AVENUE,GREENSBORO,NC,27403,GENERAL ACUTE CARE,OPEN,USA,36.08342606,-79.82541858,,,,,,,,,,,,,,,,,,
HARRIS REGIONAL HOSPITAL,68 HOSPITAL RD,SYLVA,NC,28779,GENERAL ACUTE CARE,OPEN,USA,35.38601089,-83.20300137,,,,,,,,,,,,,,,,,,
DAVIS REGIONAL MEDICAL CENTER,218 OLD MOCKSVILLE ROAD,STATESVILLE,NC,28687,GENERAL ACUTE CARE,OPEN,USA,35.81842867,-80.82871474,,,,,,,,,,,,,,,,,,
"IREDELL MEMORIAL HOSPITAL, INCORPORATED",557 BROOKDALE DRIVE,STATESVILLE,NC,28677,GENERAL ACUTE CARE,OPEN,USA,35.79926153,-80.87806834,,,,,,,,,,,,,,,,,,
VIDANT ROANOKE-CHOWAN HOSPITAL,500 SOUTH ACADEMY STREET,AHOSKIE,NC,27910,GENERAL ACUTE CARE,OPEN,USA,36.2854313,-76.99523498,,,,,,,,,,,,,,,,,,
WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DRIVE,GOLDSBORO,NC,27533,GENERAL ACUTE CARE,OPEN,USA,35.39848375,-77.9524687,,,,,,,,,,,,,,,,,,
WILSON MEDICAL CENTER,1705 TARBORO ST. SW,WILSON,NC,27893,GENERAL ACUTE CARE,OPEN,USA,35.71855867,-77.94381309,,,,,,,,,,,,,,,,,,
YADKIN VALLEY COMMUNITY HOSPITAL,624 WEST MAIN ST,YADKINVILLE,NC,27055,GENERAL ACUTE CARE,OPEN,USA,36.13528392,-80.67112548,,,,,,,,,,,,,,,,,,
DUKE HEALTH RALEIGH HOSPITAL,3400 WAKE FOREST ROAD,RALEIGH,NC,27611,GENERAL ACUTE CARE,OPEN,USA,35.82853257,-78.61812596,,,,,,,,,,,,,,,,,,
REX HOSPITAL,4420 LAKE BOONE TRAIL,RALEIGH,NC,27607,GENERAL ACUTE CARE,OPEN,USA,35.81748864,-78.70317191,,,,,,,,,,,,,,,,,,
WAKEMED,3000 NEW BERN AVENUE,RALEIGH,NC,27620,GENERAL ACUTE CARE,OPEN,USA,35.78451135,-78.58790197,,,,,,,,,,,,,,,,,,
WAKEMED CARY HOSPITAL,1900 KILDAIRE FARM RD.,CARY,NC,27511,GENERAL ACUTE CARE,OPEN,USA,35.74022405,-78.78145631,,,,,,,,,,,,,,,,,,
WAKEMED NORTH HEALTHPLEX,10000 FALLS OF NEUSE ROAD,RALEIGH,NC,27614,GENERAL ACUTE CARE,OPEN,USA,35.90908232,-78.59783739,,,,,,,,,,,,,,,,,,
MARIA PARHAM MEDICAL CENTER,566 RUIN CREEK ROAD,HENDERSON,NC,27536,GENERAL ACUTE CARE,OPEN,USA,36.33086506,-78.44944646,,,,,,,,,,,,,,,,,,
BLOWING ROCK HOSPITAL,418 CHESTNUT STREET,BLOWING ROCK,NC,28605,GENERAL ACUTE CARE,CLOSED,USA,36.12891689,-81.67791482,,,,,,,,,,,,,,,,,,
"WATAUGA MEDICAL CENTER, INC.",336 DEERFIELD ROAD,BOONE,NC,28607,GENERAL ACUTE CARE,OPEN,USA,36.19846886,-81.65152936,,,,,,,,,,,,,,,,,,
CAROLINAS MEDICAL CENTER-UNION,600 HOSPITAL DRIVE,MONROE,NC,28111,GENERAL ACUTE CARE,OPEN,USA,34.97570679,-80.52284241,,,,,,,,,,,,,,,,,,
"TRANSYLVANIA COMMUNITY HOSPITAL, INC. AND BRIDGEWAY",P O BOX 1116,BREVARD,NC,28712,GENERAL ACUTE CARE,OPEN,USA,35.2561391,-82.71191029,,,,,,,,,,,,,,,,,,
SWAIN COMMUNITY HOSPITAL,45 PLATEAU ST,BRYSON CITY,NC,28713,GENERAL ACUTE CARE,OPEN,USA,35.43448549,-83.44479257,,,,,,,,,,,,,,,,,,
NORTHERN HOSPITAL OF SURRY COUNTY,830 ROCKFORD STREET,MOUNT AIRY,NC,27030,GENERAL ACUTE CARE,OPEN,USA,36.48860409,-80.6121681,,,,,,,,,,,,,,,,,,
"HUGH CHATHAM MEMORIAL HOSPITAL, INC.",180 PARKWOOD DRIVE,ELKIN,NC,28621,GENERAL ACUTE CARE,OPEN,USA,36.26186461,-80.83830267,,,,,,,,,,,,,,,,,,
ANSON COMMUNITY HOSPITAL,500 MORVEN RD,WADESBORO,NC,28170,GENERAL ACUTE CARE,CLOSED,USA,34.96142917,-80.07594002,,,,,,,,,,,,,,,,,,
ALLEGHANY MEMORIAL HOSPITAL,233 DOCTORS STREET,SPARTA,NC,28675,GENERAL ACUTE CARE,OPEN,USA,36.50952105,-81.11461101,,,,,,,,,,,,,,,,,,
ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL ROAD,BURLINGTON,NC,27216,GENERAL ACUTE CARE,OPEN,USA,36.06120389,-79.50224357,,,,,,,,,,,,,,,,,,
"ASHE MEMORIAL HOSPITAL, INC.",200 HOSPITAL AVE.,JEFFERSON,NC,28640,GENERAL ACUTE CARE,OPEN,USA,36.42330853,-81.45752318,,,,,,,,,,,,,,,,,,
ST. LUKE'S HOSPITAL,101 HOSPITAL DRIVE,COLUMBUS,NC,28722,GENERAL ACUTE CARE,OPEN,USA,35.23946794,-82.21262408,,,,,,,,,,,,,,,,,,
VIDANT MEDICAL CENTER,2100 STANTONSBURG ROAD,GREENVILLE,NC,27835,GENERAL ACUTE CARE,OPEN,USA,35.60786168,-77.40403107,,,,,,,,,,,,,,,,,,
PERSON MEMORIAL HOSPITAL,615 RIDGE RD,ROXBORO,NC,27573,GENERAL ACUTE CARE,OPEN,USA,36.40845347,-78.98489524,,,,,,,,,,,,,,,,,,
CARTERET GENERAL HOSPITAL,3500 ARENDELL STREET,MOREHEAD CITY,NC,28557,GENERAL ACUTE CARE,OPEN,USA,34.7262095,-76.75504117,,,,,,,,,,,,,,,,,,
"CHATHAM HOSPITAL, INC.",475 PROGRESS BOULEVARD,SILER CITY,NC,27344,GENERAL ACUTE CARE,OPEN,USA,35.7229545,-79.42085536,,,,,,,,,,,,,,,,,,
CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH ROAD,HICKORY,NC,28602,GENERAL ACUTE CARE,OPEN,USA,35.71385557,-81.26734191,,,,,,,,,,,,,,,,,,
FRYE REGIONAL MEDICAL CENTER,420 NORTH CENTER ST,HICKORY,NC,28601,GENERAL ACUTE CARE,OPEN,USA,35.73734647,-81.33727084,,,,,,,,,,,,,,,,,,
MURPHY MEDICAL CENTER,3990 EAST US HWY 64,MURPHY,NC,28906,GENERAL ACUTE CARE,OPEN,USA,35.0727129,-83.96666241,,,,,,,,,,,,,,,,,,
SOUTHEASTERN REGIONAL MEDICAL CENTER,300 WEST 27TH ST,LUMBERTON,NC,28359,GENERAL ACUTE CARE,OPEN,USA,34.63691079,-79.01212953,,,,,,,,,,,,,,,,,,
MOREHEAD MEMORIAL HOSPITAL,117 EAST KINGS HWY,EDEN,NC,27288,GENERAL ACUTE CARE,OPEN,USA,36.49471631,-79.73944428,,,,,,,,,,,,,,,,,,
ANNIE PENN HOSPITAL,618 SOUTH MAIN ST.,REIDSVILLE,NC,27320,GENERAL ACUTE CARE,OPEN,USA,36.35324487,-79.66752159,,,,,,,,,,,,,,,,,,
RANDOLPH HOSPITAL,364 WHITE OAK STREET,ASHEBORO,NC,27204,GENERAL ACUTE CARE,OPEN,USA,35.71144461,-79.81422804,,,,,,,,,,,,,,,,,,
FIRSTHEALTH RICHMOND MEMORIAL HOSPITAL,925 LONG DR,ROCKINGHAM,NC,28379,GENERAL ACUTE CARE,OPEN,USA,34.9285935,-79.74991018,,,,,,,,,,,,,,,,,,
SANDHILLS REGIONAL MEDICAL CENTER,1000 WEST HAMLET AVENUE,HAMLET,NC,28345,GENERAL ACUTE CARE,OPEN,USA,34.90181201,-79.70852145,,,,,,,,,,,,,,,,,,
PIONEER COMMUNITY HOSPITAL OF STOKES,1570 NC 8 & 89 HWY NORTH,DANBURY,NC,27016,GENERAL ACUTE CARE,OPEN,USA,36.418068,-80.23107621,,,,,,,,,,,,,,,,,,
SCOTLAND MEMORIAL HOSPITAL AND EDWIN MORGAN CENTER,500 LAUCHWOOD DRIVE,LAURINBURG,NC,28352,GENERAL ACUTE CARE,OPEN,USA,34.75316918,-79.46980141,,,,,,,,,,,,,,,,,,
"RUTHERFORD HOSPITAL, INC.",288 SOUTH RIDGECREST AVE.,RUTHERFORDTON,NC,28139,GENERAL ACUTE CARE,OPEN,USA,35.36235121,-81.96559595,,,,,,,,,,,,,,,,,,
SAMPSON REGIONAL MEDICAL CENTER,607 BEAMAN STREET,CLINTON,NC,28329,GENERAL ACUTE CARE,OPEN,USA,35.0071833,-78.32448767,,,,,,,,,,,,,,,,,,
"CHARLES A. CANNON, JR. MEMORIAL HOSPITAL",434 HOSPITAL DRIVE,LINVILLE,NC,28646,GENERAL ACUTE CARE,OPEN,USA,36.06031792,-81.88935711,,,,,,,,,,,,,,,,,,
PUNGO DISTRICT HOSPITAL CORPORATION,202 EAST WATER ST,BELHAVEN,NC,27810,GENERAL ACUTE CARE,CLOSED,USA,35.53785037,-76.62331912,,,,,,,,,,,,,,,,,,
BRUNSWICK COMMUNITY HOSPITAL,240 HOSPITAL DRIVE NE,BOLIVIA,NC,28462,GENERAL ACUTE CARE,CLOSED,USA,34.00895807,-78.29090656,,,,,,,,,,,,,,,,,,
J. ARTHUR DOSHER MEMORIAL HOSPITAL,924 HOWE ST,SOUTHPORT,NC,28461,GENERAL ACUTE CARE,OPEN,USA,33.92966195,-78.02159031,,,,,,,,,,,,,,,,,,
CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,GENERAL ACUTE CARE,OPEN,USA,35.43610642,-80.60250804,,,,,,,,,,,,,,,,,,
CALDWELL MEMORIAL HOSPITAL,321 MULBERRY STREET SW,LENOIR,NC,28645,GENERAL ACUTE CARE,OPEN,USA,35.91060653,-81.53516139,,,,,,,,,,,,,,,,,,
MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CENTER,509 BILTMORE AVE,ASHEVILLE,NC,28801,GENERAL ACUTE CARE,OPEN,USA,35.57657257,-82.54914322,,,,,,,,,,,,,,,,,,
CAREPARTNERS REHABILITATION HOSPITAL,68 SWEETEN CREEK ROAD,ASHEVILLE,NC,28813,REHABILITATION,OPEN,USA,35.56227109,-82.53131981,,,,,,,,,,,,,,,,,,
CAROLINAS HEALTHCARE SYSTEM BLUE RIDGE,2201 SOUTH STERLING ST,MORGANTON,NC,28655,GENERAL ACUTE CARE,OPEN,USA,35.72639117,-81.65449228,,,,,,,,,,,,,,,,,,
